,Title,Year,Rated,Released,Primary_Genre,Genre,Runtime,Director,Writer,Actors,Plot,Language,Country,Awards,BoxOffice,Metascore,imdbRating,imdbVotes,Type,popularity,vote_average,vote_count,trakt_vote_average,trakt_vote_count,Actor1,Actor2,Actor3,RottenTomatoesRating,MetacriticRating,Oscar Wins,Oscar Nominations,BAFTA Wins,Primetime Emmy Wins,Overall Wins,Overall Nominations
2000,Sex and Zen III,1998,PG-13,07 Nov 1998,Drama,"Drama, Horror",95.0,Aman Chang,"Siu-Kay Lee, Jing Wong, Manfred Wong","King-Man Chik, Ricky Wong Chun-Tong, Chun Chung","New prostitutes Susan, Fanny and Chinyun are inducted into the Fragrance House brothel where they are trained in the ways of lovemaking by their veteran madam Tall Kau.",Cantonese,Hong Kong,None,0.0,,5.3,470,movie,44.905,6.4,19,5.26667,15.0,King-Man Chik, Ricky Wong Chun-Tong, Chun Chung,,,0,0,0,0,0,0
2001,Society of the Snow,2023,R,04 Jan 2024,Adventure,"Adventure, Biography, Drama",144.0,J.A. Bayona,"J.A. Bayona, Bernat Vilaplana, Jaime Marques","Enzo Vogrincic, Agustín Pardella, Matías Recalt",The flight of a rugby team crashes on a glacier in the Andes. The few passengers who survive the crash find themselves in one of the world's toughest environments to survive.,Spanish,Spain,Nominated for 2 Oscars. 47 wins & 69 nominations total,0.0,,7.8,150507,movie,44.904,8.02,2926,7.95852,6630.0,Enzo Vogrincic, Agustín Pardella, Matías Recalt,90%,,0,0,0,0,0,0
2002,Tag,2018,R,15 Jun 2018,Action,"Action, Comedy",100.0,Jeff Tomsic,"Rob McKittrick, Mark Steilen, Russell Adams","Jeremy Renner, Ed Helms, Jake Johnson","A small group of former classmates organize an elaborate, annual game of tag that requires some to travel all over the country.","English, Spanish",United States,3 nominations,54730625.0,56.0,6.5,151493,movie,44.897,6.7,3118,7.119,10933.0,Jeremy Renner, Ed Helms, Jake Johnson,55%,56/100,0,0,0,0,0,0
2003,American Pie 2,2001,R,10 Aug 2001,Comedy,Comedy,108.0,J.B. Rogers,"Adam Herz, David H. Steinberg","Jason Biggs, Seann William Scott, Shannon Elizabeth","Jim and his friends are now in college, and they decide to meet up at the beach house for some fun.",English,United States,8 wins & 7 nominations total,145103595.0,43.0,6.4,275286,movie,44.885,6.24,4888,6.67585,8709.0,Jason Biggs, Seann William Scott, Shannon Elizabeth,51%,43/100,0,0,0,0,8,7
2004,Sneakers,1992,PG-13,11 Sep 1992,Comedy,"Comedy, Crime, Drama",126.0,Phil Alden Robinson,"Phil Alden Robinson, Lawrence Lasker, Walter F. Parkes","Robert Redford, Dan Aykroyd, Sidney Poitier",A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,"English, Russian, Chinese",United States,2 nominations total,51432691.0,65.0,7.1,63934,movie,44.85,6.9,896,7.50883,2321.0,Robert Redford, Dan Aykroyd, Sidney Poitier,80%,65/100,0,0,0,0,0,0
2005,Run All Night,2015,R,13 Mar 2015,Action,"Action, Crime, Thriller",114.0,Jaume Collet-Serra,Brad Ingelsby,"Liam Neeson, Ed Harris, Joel Kinnaman","Mobster and hit man Jimmy Conlon has one night to figure out where his loyalties lie: with his estranged son, Mike, whose life is in danger, or his longtime best friend, mob boss Shawn Maguire, who wants Mike to pay for the death ...",English,United States,None,26461644.0,59.0,6.6,116249,movie,44.848,6.415,2784,6.8011,5807.0,Liam Neeson, Ed Harris, Joel Kinnaman,59%,59/100,0,0,0,0,0,0
2006,21 Jump Street,2012,R,16 Mar 2012,Action,"Action, Comedy, Crime",109.0,"Phil Lord, Christopher Miller","Michael Bacall, Jonah Hill, Patrick Hasburgh","Jonah Hill, Channing Tatum, Ice Cube",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,English,United States,11 wins & 21 nominations total,138447667.0,69.0,7.2,613493,movie,44.847,6.9,10244,7.31496,21422.0,Jonah Hill, Channing Tatum, Ice Cube,85%,69/100,0,0,0,0,11,21
2007,Martyrs,2008,R,03 Sep 2008,Horror,Horror,99.0,Pascal Laugier,Pascal Laugier,"Morjana Alaoui, Mylène Jampanoï, Catherine Bégin","A young woman's quest for revenge against the people who kidnapped and tormented her as a child leads her and a friend, who is also a victim of child abuse, on a terrifying journey into a living hell of depravity.","English, French","France, Canada",7 wins & 9 nominations total,0.0,,7.0,111545,movie,44.812,7.305,2699,7.18826,3596.0,Morjana Alaoui, Mylène Jampanoï, Catherine Bégin,64%,,0,0,0,0,7,9
2008,We're the Millers,2013,R,07 Aug 2013,Comedy,"Comedy, Crime",110.0,Rawson Marshall Thurber,"Bob Fisher, Steve Faber, Sean Anders","Jason Sudeikis, Jennifer Aniston, Emma Roberts",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,"English, Spanish","United States, United Kingdom",4 wins & 17 nominations total,150394119.0,44.0,7.0,500595,movie,44.763,6.828,8859,7.25976,18621.0,Jason Sudeikis, Jennifer Aniston, Emma Roberts,48%,44/100,0,0,0,0,4,17
2009,Quantum of Solace,2008,PG-13,14 Nov 2008,Action,"Action, Adventure, Mystery",106.0,Marc Forster,"Paul Haggis, Neal Purvis, Robert Wade","Daniel Craig, Olga Kurylenko, Mathieu Amalric",James Bond tries to stop an organisation from eliminating a country's most valuable resource.,"English, Spanish, Italian, French, Swiss German, German","United Kingdom, United States, Italy",Nominated for 2 BAFTA 4 wins & 32 nominations total,168368427.0,58.0,6.5,478620,movie,44.743,6.328,7827,6.84472,15012.0,Daniel Craig, Olga Kurylenko, Mathieu Amalric,63%,58/100,0,0,0,0,0,0
2010,The Impossible,2012,PG-13,04 Jan 2013,Drama,"Drama, History, Thriller",114.0,J.A. Bayona,"Sergio G. Sánchez, María Belón","Naomi Watts, Ewan McGregor, Tom Holland",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.,"English, Thai, German, Swedish, Spanish","Spain, Thailand, United States",Nominated for 1 Oscar. 28 wins & 70 nominations total,19019882.0,73.0,7.5,251647,movie,44.693,7.363,6261,7.65931,8562.0,Naomi Watts, Ewan McGregor, Tom Holland,82%,73/100,0,0,0,0,0,0
2011,The Angry Birds Movie 2,2019,PG,14 Aug 2019,Animation,"Animation, Action, Adventure",97.0,"Thurop Van Orman, John Rice","Peter Ackerman, Eyal Podell, Jonathon E. Stewart","Jason Sudeikis, Josh Gad, Leslie Jones",The flightless birds and scheming green pigs take their feud to the next level.,English,"Finland, United States, Australia, Canada, United Kingdom",1 win & 3 nominations total,41667116.0,60.0,6.4,37382,movie,44.691,7.1,1700,7.1157,3967.0,Jason Sudeikis, Josh Gad, Leslie Jones,72%,60/100,0,0,0,0,1,3
2012,Deuce Bigalow: Male Gigolo,1999,R,10 Dec 1999,Comedy,"Comedy, Romance",88.0,Mike Mitchell,"Harris Goldberg, Rob Schneider","Rob Schneider, William Forsythe, Eddie Griffin","An average aquarium cleaner house-sits for a gigolo, only to be forced to become one himself.","English, German, French, Japanese, Spanish",United States,2 nominations,65538755.0,30.0,5.7,81376,movie,44.69,5.976,1394,6.07568,2418.0,Rob Schneider, William Forsythe, Eddie Griffin,23%,30/100,0,0,0,0,0,0
2013,The Family,2013,R,13 Sep 2013,Comedy,"Comedy, Crime, Thriller",111.0,Luc Besson,"Luc Besson, Michael Caleo, Tonino Benacquista","Robert De Niro, Michelle Pfeiffer, Dianna Agron","The Manzoni family, a notorious Mafia clan, is relocated to Normandy, France, under the Witness Protection Program, where fitting in soon becomes challenging as their old habits die hard.","English, French, Italian","France, United Kingdom, United States",1 win & 1 nomination,36918811.0,42.0,6.3,124584,movie,44.614,6.359,2904,6.83222,5233.0,Robert De Niro, Michelle Pfeiffer, Dianna Agron,28%,42/100,0,0,0,0,1,1
2014,The Lego Batman Movie,2017,PG,10 Feb 2017,Animation,"Animation, Action, Adventure",104.0,Chris McKay,"Seth Grahame-Smith, Chris McKenna, Erik Sommers","Will Arnett, Michael Cera, Rosario Dawson","A cooler-than-ever Bruce Wayne must deal with the usual suspects as they plan to rule Gotham City, while discovering that he has accidentally adopted a teenage orphan who wishes to become his sidekick.",English,"United States, Denmark, Australia",13 wins & 68 nominations total,175936671.0,75.0,7.3,178963,movie,44.604,7.2,4984,7.59687,18386.0,Will Arnett, Michael Cera, Rosario Dawson,89%,75/100,0,0,0,0,13,68
2015,Anna,2019,R,21 Jun 2019,Action,"Action, Thriller",118.0,Luc Besson,Luc Besson,"Sasha Luss, Helen Mirren, Luke Evans",Beneath Anna Poliatova's striking beauty lies a secret that will unleash her indelible strength and skill to become one of the world's most feared government assassins.,"English, Russian, French, Italian, Dutch","France, United States, Canada, Russia, Serbia, Guadeloupe",2 nominations,7743794.0,40.0,6.6,99991,movie,44.559,6.712,2694,6.59574,94.0,Sasha Luss, Helen Mirren, Luke Evans,34%,40/100,0,0,0,0,0,0
2016,Air Force One Down,2024,R,13 Feb 2024,Action,"Action, Thriller",84.0,James Bamford,Steven Paul,"Katherine McNamara, Ian Bohen, Rade Serbedzija",A rookie agent aboard the hijacked Air Force One battle terrorists threatening the energy deal and the president.,English,"United States, Bulgaria",None,0.0,,4.4,2404,movie,44.549,6.2,118,6.37527,1415.0,Katherine McNamara, Ian Bohen, Rade Serbedzija,11%,,0,0,0,0,0,0
2017,Wrath of the Titans,2012,PG-13,30 Mar 2012,Action,"Action, Adventure, Fantasy",99.0,Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti","Sam Worthington, Liam Neeson, Rosamund Pike","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",English,"United States, Spain",2 wins & 3 nominations,83670083.0,37.0,5.7,197585,movie,44.545,5.7,4174,6.21544,6865.0,Sam Worthington, Liam Neeson, Rosamund Pike,26%,37/100,0,0,0,0,2,3
2018,The Ring,2002,PG-13,18 Oct 2002,Horror,"Horror, Mystery",115.0,Gore Verbinski,"Ehren Kruger, Kôji Suzuki, Hiroshi Takahashi","Naomi Watts, Martin Henderson, Brian Cox",A journalist must investigate a mysterious videotape which seems to cause the death of anyone one week to the day after they view it.,English,"United States, Japan",14 wins & 12 nominations,129128133.0,57.0,7.1,384454,movie,44.535,6.674,6155,7.06598,9791.0,Naomi Watts, Martin Henderson, Brian Cox,71%,57/100,0,0,0,0,14,12
2019,Pedro Páramo,2024,R,06 Nov 2024,Drama,"Drama, Fantasy, Horror",130.0,Rodrigo Prieto,"Juan Rulfo, Mateo Gil","Manuel Garcia-Rulfo, Tenoch Huerta, Dolores Heredia","Follows a dusty road to a town of death. Time shifts from one consciousness to another in a hypnotic flow of dreams, desires and memories, a world of ghosts dominated by the figure of Pedro Páramo, lover, overlord, murderer.",Spanish,Mexico,2 nominations total,0.0,57.0,6.3,2450,movie,44.527,6.7,49,6.4898,147.0,Manuel Garcia-Rulfo, Tenoch Huerta, Dolores Heredia,,57/100,0,0,0,0,0,0
2020,Demolition Man,1993,R,08 Oct 1993,Action,"Action, Sci-Fi, Thriller",115.0,Marco Brambilla,"Peter M. Lenkov, Robert Reneau, Daniel Waters","Sylvester Stallone, Wesley Snipes, Sandra Bullock",A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.,English,United States,1 win & 7 nominations,58055768.0,34.0,6.7,198520,movie,44.517,6.7,3663,7.21863,8727.0,Sylvester Stallone, Wesley Snipes, Sandra Bullock,64%,34/100,0,0,0,0,1,7
2021,Secret of the Wings,2012,G,16 Aug 2012,Animation,"Animation, Family, Fantasy",75.0,"Bobs Gannaway, Peggy Holmes","Bobs Gannaway, Peggy Holmes, Ryan Rowe","Mae Whitman, Lucy Hale, Timothy Dalton",Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.,English,"United States, India",1 win & 5 nominations,0.0,,7.0,14700,movie,44.514,7.242,1244,7.54773,2074.0,Mae Whitman, Lucy Hale, Timothy Dalton,62%,,0,0,0,0,1,5
2022,Bride of Chucky,1998,R,16 Oct 1998,Comedy,"Comedy, Horror, Thriller",89.0,Ronny Yu,Don Mancini,"Jennifer Tilly, Brad Dourif, Katherine Heigl","Chucky, the doll possessed by a serial killer, discovers the perfect mate to kill and revive into the body of another doll.",English,"United States, Canada",5 wins & 7 nominations total,32400658.0,48.0,5.6,66568,movie,44.486,6.069,1918,6.24107,2800.0,Jennifer Tilly, Brad Dourif, Katherine Heigl,45%,48/100,0,0,0,0,5,7
2023,It Boy,2013,NOT RATED,06 Mar 2013,Comedy,"Comedy, Romance",92.0,David Moreau,"Amro Hamzawi, David Moreau, Virginie Efira","Virginie Efira, Pierre Niney, Charles Berling","Alice works for ""Rebelle"" magazine, where she needs to let her hair down to get a promotion. When Balthazar returns a lost USB to Alice, the appearance of dating someone half her age helps her. Does it get real?","French, English",France,1 win,0.0,,6.3,12212,movie,44.482,6.451,1447,6.69359,780.0,Virginie Efira, Pierre Niney, Charles Berling,,,0,0,0,0,0,0
2024,Shinjin kyonyû: Hasande san-patsu!,2014,PG-13,21 Nov 2014,Unknown,Unknown,60.0,Yoshikazu Katô,Hideo Jôjô,"Meguri, Riri Kôda, Iku Sakuragi",No plot available,French,Japan,2 wins,0.0,,,9,movie,44.439,2.0,2,0.0,0.0,Meguri, Riri Kôda, Iku Sakuragi,,,0,0,0,0,0,0
2025,Shimmy: The First Monkey King,2023,PG-13,24 Aug 2023,Family,Family,101.0,"Dick Zondag, Ralph Zondag","Dick Zondag, Ralph Zondag",David Semery,"Shimmy, a monkey newly discover superhero powers and learns how to control his extraordinary transformative abilities and prevent powerful demonic forces from sending the universe into chaos.","Mandarin, English, Spanish",China,1 nomination,0.0,,,53,movie,44.436,5.9,36,8.36364,22.0,David Semery,,,,,0,0,0,0,0,0
2026,The Blue Lagoon,1980,R,02 Jul 1980,Adventure,"Adventure, Drama, Romance",104.0,Randal Kleiser,"Henry De Vere Stacpoole, Douglas Day Stewart","Brooke Shields, Christopher Atkins, Leo McKern","During the Victorian period, two preteen cousins are shipwrecked on a tropical island in the South Pacific and enjoy a simple life together until puberty complicates matters.",English,United States,Nominated for 1 Oscar. 4 wins & 8 nominations total,58853106.0,31.0,5.8,79072,movie,44.412,6.164,1819,6.21074,2496.0,Brooke Shields, Christopher Atkins, Leo McKern,12%,31/100,0,0,0,0,0,0
2027,Olympus Has Fallen,2013,R,22 Mar 2013,Action,"Action, Thriller",119.0,Antoine Fuqua,"Creighton Rothenberger, Katrin Benedikt","Gerard Butler, Aaron Eckhart, Morgan Freeman",Secret Service agent Mike Banning finds himself trapped inside the White House in the wake of a terrorist attack and works with national security to rescue the President from his kidnappers.,"English, Korean",United States,1 win & 5 nominations total,98925640.0,41.0,6.5,297878,movie,44.41,6.4,6550,6.92745,13012.0,Gerard Butler, Aaron Eckhart, Morgan Freeman,50%,41/100,0,0,0,0,1,5
2028,Fantastic Four: Rise of the Silver Surfer,2007,PG,15 Jun 2007,Action,"Action, Adventure, Fantasy",92.0,Tim Story,"Don Payne, Mark Frost, John Turman","Ioan Gruffudd, Jessica Alba, Chris Evans",The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.,"English, Japanese, Chinese, Arabic","United Kingdom, Germany, United States, Hong Kong, China, Thailand",3 wins & 17 nominations,131921738.0,45.0,5.6,282428,movie,44.401,5.6,7818,5.91071,12420.0,Ioan Gruffudd, Jessica Alba, Chris Evans,37%,45/100,0,0,0,0,3,17
2029,Scary Movie 4,2006,PG-13,14 Apr 2006,Comedy,Comedy,83.0,David Zucker,"Craig Mazin, Jim Abrahams, Pat Proft","Anna Faris, Regina Hall, Craig Bierko",Cindy finds out a little boy haunts the house she lives in and she goes on a quest to solve his murder.,"English, Japanese",United States,1 win & 3 nominations,90710620.0,40.0,5.1,131956,movie,44.371,5.5,3241,5.59828,4757.0,Anna Faris, Regina Hall, Craig Bierko,34%,40/100,0,0,0,0,1,3
2030,Krampus: The Christmas Devil,2013,PG-13,21 Aug 2017,Action,"Action, Horror, Thriller",82.0,Jason Hull,Jason Hull,"Jay Dobyns, Paul Ferm, Andrew Ferrick","A local policeman with a traumatic past investigates child abductions, believing the culprit to be Krampus, a creature of folklore who punishes wicked children. He races to uncover the truth and stop further disappearances.",English,United States,4 wins & 8 nominations,0.0,,1.6,2032,movie,44.369,3.9,97,2.92,100.0,Jay Dobyns, Paul Ferm, Andrew Ferrick,,,0,0,0,0,4,8
2031,Bad Boys II,2003,R,18 Jul 2003,Action,"Action, Comedy, Crime",147.0,Michael Bay,"George Gallo, Marianne Wibberley, Cormac Wibberley","Will Smith, Martin Lawrence, Gabrielle Union",Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,"English, Spanish, Russian",United States,5 wins & 13 nominations,138608444.0,38.0,6.6,277438,movie,44.326,6.6,5455,7.14199,11261.0,Will Smith, Martin Lawrence, Gabrielle Union,24%,38/100,0,0,0,0,5,13
2032,Charlie's Angels,2000,PG-13,03 Nov 2000,Action,"Action, Adventure, Comedy",98.0,McG,"Ryan Rowe, Ed Solomon, John August","Cameron Diaz, Drew Barrymore, Lucy Liu","Three private investigators are assigned to track down a kidnapped software engineer, but the case isn't as straightforward as it seems.","English, German","Germany, United States",15 wins & 33 nominations total,125305545.0,52.0,5.6,199799,movie,44.309,6.423,2957,6.18007,6514.0,Cameron Diaz, Drew Barrymore, Lucy Liu,68%,52/100,0,0,0,0,15,33
2033,Kill Bill: Vol. 1,2003,R,10 Oct 2003,Action,"Action, Crime, Thriller",111.0,Quentin Tarantino,"Quentin Tarantino, Uma Thurman","Uma Thurman, David Carradine, Daryl Hannah","After waking from a four-year coma, a former assassin wreaks vengeance on the team of assassins who betrayed her.","English, Japanese, French","United States, China",Nominated for 5 BAFTA 30 wins & 103 nominations total,70099045.0,69.0,8.2,1227591,movie,44.308,8.0,17413,8.12545,30394.0,Uma Thurman, David Carradine, Daryl Hannah,85%,69/100,0,0,0,0,0,0
2034,Once Upon a Time in the West,1968,PG-13,04 Jul 1969,Drama,"Drama, Western",166.0,Sergio Leone,"Sergio Donati, Sergio Leone, Dario Argento","Henry Fonda, Charles Bronson, Claudia Cardinale",A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,"Italian, English, Spanish","Italy, United States",6 wins & 5 nominations total,5321508.0,82.0,8.5,362269,movie,44.293,8.3,4342,8.26703,5269.0,Henry Fonda, Charles Bronson, Claudia Cardinale,96%,82/100,0,0,0,0,6,5
2035,Celebrity Sex Tape,2012,UNRATED,02 Feb 2012,Comedy,Comedy,87.0,Scott Wheeler,"Jonathan Haug, Patrick Sheehan, Matt Short","Jack Cullison, Howard Cai, Jonathan Brett","When a group of nerds leaks a washed-up celebrity's sex tape, the publicity revives the actress' career and other Hollywood rejects want to star in the guys' next ""production.""",English,United States,None,0.0,,2.9,3034,movie,44.252,4.4,67,4.58046,174.0,Jack Cullison, Howard Cai, Jonathan Brett,,,0,0,0,0,0,0
2036,Predators,2010,R,09 Jul 2010,Action,"Action, Adventure, Sci-Fi",107.0,Nimród Antal,"Alex Litvak, Michael Finch, Jim Thomas","Adrien Brody, Laurence Fishburne, Topher Grace",A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race.,"English, Spanish, Russian",United States,2 wins & 4 nominations total,52000688.0,51.0,6.4,249685,movie,44.232,6.273,4114,6.59985,8037.0,Adrien Brody, Laurence Fishburne, Topher Grace,65%,51/100,0,0,0,0,2,4
2037,For a Few Dollars More,1965,R,10 May 1967,Drama,"Drama, Western",132.0,Sergio Leone,"Sergio Leone, Fulvio Morsella, Luciano Vincenzoni","Clint Eastwood, Lee Van Cleef, Gian Maria Volontè",Two bounty killers with similar intentions but different motivations team up to track down a psychotic Mexican outlaw before he and his gang can carry out an audacious bank robbery.,"Italian, English","Italy, Spain, West Germany",3 nominations,15000000.0,74.0,8.2,282175,movie,44.21,8.0,3962,8.10299,5185.0,Clint Eastwood, Lee Van Cleef, Gian Maria Volontè,92%,74/100,0,0,0,0,0,0
2038,The Goonies,1985,PG,07 Jun 1985,Adventure,"Adventure, Comedy, Family",114.0,Richard Donner,"Chris Columbus, Steven Spielberg","Sean Astin, Josh Brolin, Jeff Cohen",A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,"English, Spanish, Cantonese, Italian",United States,4 wins & 7 nominations total,63711145.0,62.0,7.7,308006,movie,44.179,7.517,5694,8.03093,13804.0,Sean Astin, Josh Brolin, Jeff Cohen,77%,62/100,0,0,0,0,4,7
2039,The Iron Giant,1999,PG,06 Aug 1999,Animation,"Animation, Action, Adventure",86.0,Brad Bird,"Tim McCanlies, Brad Bird, Ted Hughes","Eli Marienthal, Harry Connick Jr., Jennifer Aniston",A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,English,"United States, Czech Republic, United Kingdom",Won 1 BAFTA Award20 wins & 18 nominations total,23315035.0,85.0,8.1,238178,movie,44.136,7.951,5598,8.17138,9733.0,Eli Marienthal, Harry Connick Jr., Jennifer Aniston,96%,85/100,0,0,0,0,0,0
